,route,sharpe,sortino,std,neg std,min net,acc,mean net,frequency,periods
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientsemivariance/minsemivariance/4_6h_60,0.014186762135057008,0.02171184205147207,0.03471705536604677,0.022684514991408423,-0.0801657031001046,0.995523087214748,0.0004925226065077101,6h,2
4,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientfrontier/minvol/4_6h_100,-0.0023822470811917813,-0.0035781126889269906,0.03391786738289752,0.022581944057605455,-0.0801657031001046,0.969204097884548,-8.080074057315753e-05,6h,2
5,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientfrontier/minvol/4_6h_80,-0.006647934644525351,-0.009731734361147177,0.03385654282146351,0.023128054631788304,-0.0801657031001046,0.9624405541943188,-0.00022507608396666335,6h,2
6,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientfrontier/minvol/4_6h_40,-0.02527725879814344,-0.03666030137323581,0.033503149665927504,0.0231004043321053,-0.0801657031001046,0.9340463860637358,-0.0008468677846585824,6h,2
7,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_2/50_150_/efficientfrontier/minvol/4_6h_60,-0.02552801649470264,-0.03668263295576337,0.033979031134296456,0.023646537813040238,-0.0801657031001046,0.9323498538277328,-0.0008674172672703345,6h,2
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientsemivariance/minsemivariance/4_6h_80,0.04846910010778737,0.06498915434800169,0.03187021430783552,0.023768898414518527,-0.0801657031001046,1.0545967386963897,0.0015447206077431172,6h,2
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientsemivariance/minsemivariance/4_6h_100,0.030126915238942325,0.040661699988455216,0.03151371386059006,0.02334902344495774,-0.0801657031001046,1.0236721040045638,0.0009494109863422787,6h,2
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientsemivariance/minsemivariance/4_6h_40,0.02304734272970789,0.030294629240817657,0.031901005993746345,0.02426943114952258,-0.0801657031001046,1.0119252783868873,0.0007352334185603376,6h,2
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientsemivariance/minsemivariance/4_6h_60,0.012149292925405265,0.016833360890012455,0.03132601486985511,0.022609206404247018,-0.0801657031001046,0.9948293513378644,0.00038058893083947083,6h,2
4,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientfrontier/minvol/4_6h_80,0.01016385693387512,0.01333692666676857,0.030318315739194805,0.02310509994907941,-0.0801657031001046,0.992562731524842,0.0003081510236492303,6h,2
5,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientfrontier/minvol/4_6h_100,0.0039867938722315845,0.005314986536080766,0.03048149865768557,0.022864301017497334,-0.0801657031001046,0.9829268474385522,0.00012152345206489609,6h,2
6,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_40_3/50_150_/efficientfrontier/minvol/4_6h_60,-0.026343318258053208,-0.03381484209918731,0.029754624782999867,0.023180222105084476,-0.0801657031001046,0.9395163423532734,-0.0007838355503075228,6h,2
